"","X.1","X","atnd_experience","ambiente","ambiente_aberta","Food_Quality","novo_diferente","denovo_manter","mudanca_notavel","flag_cliente_novo","Date_Time","mes","dia_semana","hora"
"529",529,529,"habilidosos","conforto","",3,"Mais variedade de cervejas artesanais.","o milkshake, eu viria só por ele","Está mais organizado, especialmente a área de espera por mesas.",1,2023-11-03 09:00:00,11,"sexta-feira",9
"530",530,530,"organização","temperatura","A música ambiente estava perfeita, não muito alta nem muito baixa.",4,"Uma noite temática por semana seria interessante.","organização do ambiente","",0,2023-11-18 05:00:00,11,"sábado",5
"531",531,531,"comente","instagramavel","A iluminação suave e as cores harmoniosas do espaço.",5,"","","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-11-14 10:00:00,11,"terça-feira",10
"532",532,532,"gente boa","estacionamento","A limpeza e organização do local foram impecáveis.",2,"Uma noite temática por semana seria interessante.","","",0,2023-12-16 19:00:00,12,"sábado",19
"533",533,533,"tem atencao","conforto","",3,"Uma noite temática por semana seria interessante.","organização do ambiente","A música ambiente mudou e agora está mais agradável.",1,2023-11-18 06:00:00,11,"sábado",6
"534",534,534,"tem atencao","temperatura","O sorriso e a simpatia dos funcionários.",3,"Gostaria de ver opções de pratos veganos no menu.","facil acesso","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-12-23 07:00:00,12,"sábado",7
"535",535,535,"habilidosos","instagramavel","",3,"Adoraria ver mais opções de sobremesas sem glúten.","banheiros cheirosos","O tempo de espera pela comida diminuiu significativamente.",0,2023-11-19 08:00:00,11,"domingo",8
"536",536,536,"comente","estacionamento","O sorriso e a simpatia dos funcionários.",1,"","","Notei que o menu foi atualizado com mais opções saudáveis.",0,2023-12-06 14:00:00,12,"quarta-feira",14
"537",537,537,"tem atencao","temperatura","O estilo moderno e acolhedor do interior.",4,"Seria melhor se o restaurante aceitasse reservas online.","as sobremesas são maravilhosas, nunca mudem","",0,2023-11-26 04:00:00,11,"domingo",4
"538",538,538,"tem atencao","temperatura","A limpeza e organização do local foram impecáveis.",2,"Gostaria que o cardápio tivesse mais fotos dos pratos.","o milkshake, eu viria só por ele","Notei que o menu foi atualizado com mais opções saudáveis.",0,2023-11-01 06:00:00,11,"quarta-feira",6
"539",539,539,"comente","conforto","O estilo moderno e acolhedor do interior.",5,"","adorei o milkshake, tem sabores diferentes, voltaria só por ele","Notei que o menu foi atualizado com mais opções saudáveis.",0,2023-12-16 10:00:00,12,"sábado",10
"540",540,540,"comente","estacionamento","",3,"Adoraria ver mais opções de sobremesas sem glúten.","organização do ambiente","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-11-13 06:00:00,11,"segunda-feira",6
"541",541,541,"habilidosos","instagramavel","A limpeza e organização do local foram impecáveis.",5,"Gostaria de ver opções de pratos veganos no menu.","","A música ambiente mudou e agora está mais agradável.",0,2023-12-11 08:00:00,12,"segunda-feira",8
"542",542,542,"organização","estacionamento","",4,"","facil acesso","",1,2023-12-03 07:00:00,12,"domingo",7
"543",543,543,"gente boa","conforto","O estilo moderno e acolhedor do interior.",3,"Gostaria de ver opções de pratos veganos no menu.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","",0,2023-12-27 08:00:00,12,"quarta-feira",8
"544",544,544,"habilidosos","instagramavel","",3,"Gostaria de ver opções de pratos veganos no menu.","as sobremesas são maravilhosas, nunca mudem","Está mais organizado, especialmente a área de espera por mesas.",0,2023-12-09 15:00:00,12,"sábado",15
"545",545,545,"habilidosos","estacionamento","A música ambiente estava perfeita, não muito alta nem muito baixa.",3,"","organização do ambiente","",0,2023-11-29 01:00:00,11,"quarta-feira",1
"546",546,546,"tem atencao","acessibilidade","",5,"","facil acesso","",0,2023-12-06,12,"quarta-feira",0
"547",547,547,"organização","acessibilidade","A limpeza e organização do local foram impecáveis.",3,"Seria ótimo ter uma área para crianças brincarem.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","",0,2023-11-29 22:00:00,11,"quarta-feira",22
"548",548,548,"gente boa","acessibilidade","A limpeza e organização do local foram impecáveis.",5,"Adoraria ver mais opções de sobremesas sem glúten.","facil acesso","",0,2023-12-15 23:00:00,12,"sexta-feira",23
"549",549,549,"habilidosos","temperatura","A limpeza e organização do local foram impecáveis.",2,"","o milkshake, eu viria só por ele","O tempo de espera pela comida diminuiu significativamente.",0,2023-12-15 03:00:00,12,"sexta-feira",3
"550",550,550,"tem atencao","estacionamento","A iluminação suave e as cores harmoniosas do espaço.",3,"Mais variedade de cervejas artesanais.","","Está mais organizado, especialmente a área de espera por mesas.",0,2023-12-05 09:00:00,12,"terça-feira",9
"551",551,551,"habilidosos","instagramavel","",4,"Gostaria de ver opções de pratos veganos no menu.","facil acesso","As porções estão maiores, o que é ótimo para o preço que pagamos.",0,2023-12-06 04:00:00,12,"quarta-feira",4
"552",552,552,"gente boa","estacionamento","A iluminação suave e as cores harmoniosas do espaço.",3,"Espero que o tempo de espera para ser atendido seja menor.","o milkshake, eu viria só por ele","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",1,2023-12-21 21:00:00,12,"quinta-feira",21
"553",553,553,"organização","estacionamento","O estilo moderno e acolhedor do interior.",3,"Seria melhor se o restaurante aceitasse reservas online.","banheiros cheirosos","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-11-03,11,"sexta-feira",0
"554",554,554,"tem atencao","temperatura","A iluminação suave e as cores harmoniosas do espaço.",3,"Espero que o tempo de espera para ser atendido seja menor.","","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-11-08 05:00:00,11,"quarta-feira",5
"555",555,555,"comente","conforto","",5,"Seria melhor se o restaurante aceitasse reservas online.","facil acesso","Está mais organizado, especialmente a área de espera por mesas.",1,2023-12-27 01:00:00,12,"quarta-feira",1
"556",556,556,"gente boa","instagramavel","O sorriso e a simpatia dos funcionários.",5,"Espero que o tempo de espera para ser atendido seja menor.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","As porções estão maiores, o que é ótimo para o preço que pagamos.",0,2023-11-03 18:00:00,11,"sexta-feira",18
"557",557,557,"tem atencao","estacionamento","",3,"Gostaria de ver opções de pratos veganos no menu.","organização do ambiente","O tempo de espera pela comida diminuiu significativamente.",0,2023-12-24 21:00:00,12,"domingo",21
"558",558,558,"gente boa","estacionamento","",5,"Preferiria que houvesse mais opções de bebidas não alcoólicas.","as sobremesas são maravilhosas, nunca mudem","A música ambiente mudou e agora está mais agradável.",0,2023-11-18 02:00:00,11,"sábado",2
"559",559,559,"gente boa","conforto","",3,"Seria melhor se o restaurante aceitasse reservas online.","o milkshake, eu viria só por ele","O tempo de espera pela comida diminuiu significativamente.",0,2023-12-27 07:00:00,12,"quarta-feira",7
"560",560,560,"habilidosos","acessibilidade","A música ambiente estava perfeita, não muito alta nem muito baixa.",2,"Uma noite temática por semana seria interessante.","","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-12-25 21:00:00,12,"segunda-feira",21
"561",561,561,"tem atencao","conforto","A iluminação suave e as cores harmoniosas do espaço.",1,"Preferiria que houvesse mais opções de bebidas não alcoólicas.","banheiros cheirosos","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-11-01 20:00:00,11,"quarta-feira",20
"562",562,562,"comente","instagramavel","A limpeza e organização do local foram impecáveis.",4,"","lugar arrumado","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-12-30 17:00:00,12,"sábado",17
"563",563,563,"habilidosos","temperatura","A limpeza e organização do local foram impecáveis.",3,"Poderiam melhorar a acústica do local para reduzir o ruído.","facil acesso","Notei que o menu foi atualizado com mais opções saudáveis.",0,2023-12-28 16:00:00,12,"quinta-feira",16
"564",564,564,"gente boa","conforto","A limpeza e organização do local foram impecáveis.",4,"Seria ótimo ter uma área para crianças brincarem.","o milkshake, eu viria só por ele","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",0,2023-12-09 21:00:00,12,"sábado",21
"565",565,565,"gente boa","estacionamento","A iluminação suave e as cores harmoniosas do espaço.",3,"","","A música ambiente mudou e agora está mais agradável.",0,2023-11-30 08:00:00,11,"quinta-feira",8
"566",566,566,"organização","temperatura","",2,"Seria melhor se o restaurante aceitasse reservas online.","","",1,2023-12-11 04:00:00,12,"segunda-feira",4
"567",567,567,"organização","instagramavel","A limpeza e organização do local foram impecáveis.",4,"","banheiros cheirosos","Agora há mais opções de vinhos e coquetéis no cardápio.",1,2023-11-27 12:00:00,11,"segunda-feira",12
"568",568,568,"comente","estacionamento","A música ambiente estava perfeita, não muito alta nem muito baixa.",4,"Mais variedade de cervejas artesanais.","facil acesso","",0,2023-11-21 14:00:00,11,"terça-feira",14
"569",569,569,"tem atencao","temperatura","A limpeza e organização do local foram impecáveis.",3,"Adoraria ver mais opções de sobremesas sem glúten.","","",0,2023-12-29 23:00:00,12,"sexta-feira",23
"570",570,570,"tem atencao","conforto","O sorriso e a simpatia dos funcionários.",4,"Preferiria que houvesse mais opções de bebidas não alcoólicas.","as sobremesas são maravilhosas, nunca mudem","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-11-28 23:00:00,11,"terça-feira",23
"571",571,571,"organização","estacionamento","",1,"Gostaria que o cardápio tivesse mais fotos dos pratos.","lugar arrumado","Notei que o menu foi atualizado com mais opções saudáveis.",0,2023-11-06 05:00:00,11,"segunda-feira",5
"572",572,572,"comente","conforto","A música ambiente estava perfeita, não muito alta nem muito baixa.",2,"Espero que o tempo de espera para ser atendido seja menor.","","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-11-12 20:00:00,11,"domingo",20
"573",573,573,"organização","conforto","A iluminação suave e as cores harmoniosas do espaço.",1,"Adoraria ver mais opções de sobremesas sem glúten.","","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",1,2023-12-23 07:00:00,12,"sábado",7
"574",574,574,"comente","conforto","A iluminação suave e as cores harmoniosas do espaço.",2,"Adoraria ver mais opções de sobremesas sem glúten.","lugar arrumado","",0,2023-12-08 07:00:00,12,"sexta-feira",7
"575",575,575,"tem atencao","estacionamento","O sorriso e a simpatia dos funcionários.",3,"Gostaria de ver opções de pratos veganos no menu.","","A música ambiente mudou e agora está mais agradável.",0,2023-11-03 10:00:00,11,"sexta-feira",10
"576",576,576,"comente","estacionamento","",4,"Gostaria de ver opções de pratos veganos no menu.","o milkshake, eu viria só por ele","",0,2023-11-21 09:00:00,11,"terça-feira",9
"577",577,577,"organização","temperatura","",5,"","","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-11-18 21:00:00,11,"sábado",21
"578",578,578,"gente boa","instagramavel","",3,"Seria melhor se o restaurante aceitasse reservas online.","","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-12-04 11:00:00,12,"segunda-feira",11
"579",579,579,"tem atencao","estacionamento","",5,"Gostaria de ver opções de pratos veganos no menu.","facil acesso","",0,2023-11-06 05:00:00,11,"segunda-feira",5
"580",580,580,"organização","instagramavel","",4,"","","Está mais organizado, especialmente a área de espera por mesas.",0,2023-11-28 12:00:00,11,"terça-feira",12
"581",581,581,"gente boa","conforto","O sorriso e a simpatia dos funcionários.",3,"Uma noite temática por semana seria interessante.","organização do ambiente","Notei que o menu foi atualizado com mais opções saudáveis.",1,2023-12-17 15:00:00,12,"domingo",15
"582",582,582,"gente boa","instagramavel","A limpeza e organização do local foram impecáveis.",3,"Adoraria ver mais opções de sobremesas sem glúten.","o milkshake, eu viria só por ele","",0,2023-11-10 02:00:00,11,"sexta-feira",2
"583",583,583,"comente","temperatura","A limpeza e organização do local foram impecáveis.",2,"Gostaria que o cardápio tivesse mais fotos dos pratos.","","",0,2023-12-21 23:00:00,12,"quinta-feira",23
"584",584,584,"habilidosos","instagramavel","O estilo moderno e acolhedor do interior.",5,"Poderiam melhorar a acústica do local para reduzir o ruído.","","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-12-21 21:00:00,12,"quinta-feira",21
"585",585,585,"organização","acessibilidade","",3,"Mais variedade de cervejas artesanais.","","Está mais organizado, especialmente a área de espera por mesas.",0,2023-12-26 18:00:00,12,"terça-feira",18
"586",586,586,"organização","acessibilidade","A limpeza e organização do local foram impecáveis.",3,"Seria melhor se o restaurante aceitasse reservas online.","","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",1,2023-12-18 01:00:00,12,"segunda-feira",1
"587",587,587,"habilidosos","temperatura","O estilo moderno e acolhedor do interior.",4,"Adoraria ver mais opções de sobremesas sem glúten.","organização do ambiente","Está mais organizado, especialmente a área de espera por mesas.",0,2023-12-21 16:00:00,12,"quinta-feira",16
"588",588,588,"comente","instagramavel","",4,"Gostaria que o cardápio tivesse mais fotos dos pratos.","","As porções estão maiores, o que é ótimo para o preço que pagamos.",1,2023-11-06 16:00:00,11,"segunda-feira",16
"589",589,589,"habilidosos","acessibilidade","A música ambiente estava perfeita, não muito alta nem muito baixa.",2,"Gostaria que o cardápio tivesse mais fotos dos pratos.","facil acesso","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",0,2023-12-24 20:00:00,12,"domingo",20
"590",590,590,"gente boa","temperatura","",3,"Uma noite temática por semana seria interessante.","o milkshake, eu viria só por ele","Está mais organizado, especialmente a área de espera por mesas.",0,2023-12-23 03:00:00,12,"sábado",3
"591",591,591,"organização","acessibilidade","A limpeza e organização do local foram impecáveis.",4,"","facil acesso","",0,2023-11-07 13:00:00,11,"terça-feira",13
"592",592,592,"comente","instagramavel","",4,"","o milkshake, eu viria só por ele","As porções estão maiores, o que é ótimo para o preço que pagamos.",0,2023-11-26 06:00:00,11,"domingo",6
"593",593,593,"gente boa","instagramavel","",5,"Espero que o tempo de espera para ser atendido seja menor.","lugar arrumado","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-11-01 22:00:00,11,"quarta-feira",22
"594",594,594,"comente","instagramavel","A iluminação suave e as cores harmoniosas do espaço.",4,"","facil acesso","",0,2023-12-20 14:00:00,12,"quarta-feira",14
"595",595,595,"tem atencao","instagramavel","O sorriso e a simpatia dos funcionários.",5,"","o milkshake, eu viria só por ele","",1,2023-12-04 10:00:00,12,"segunda-feira",10
"596",596,596,"tem atencao","conforto","A iluminação suave e as cores harmoniosas do espaço.",4,"","o milkshake, eu viria só por ele","",0,2023-12-02 01:00:00,12,"sábado",1
"597",597,597,"comente","instagramavel","A música ambiente estava perfeita, não muito alta nem muito baixa.",3,"Adoraria ver mais opções de sobremesas sem glúten.","banheiros cheirosos","As porções estão maiores, o que é ótimo para o preço que pagamos.",0,2023-12-08 20:00:00,12,"sexta-feira",20
"598",598,598,"habilidosos","acessibilidade","A iluminação suave e as cores harmoniosas do espaço.",4,"","","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-12-20 06:00:00,12,"quarta-feira",6
"599",599,599,"tem atencao","estacionamento","A iluminação suave e as cores harmoniosas do espaço.",4,"","lugar arrumado","",0,2023-11-30 02:00:00,11,"quinta-feira",2
"600",600,600,"tem atencao","conforto","",1,"","lugar arrumado","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-12-18 05:00:00,12,"segunda-feira",5
"601",601,601,"gente boa","estacionamento","",1,"Preferiria que houvesse mais opções de bebidas não alcoólicas.","organização do ambiente","",1,2023-11-18 11:00:00,11,"sábado",11
"602",602,602,"organização","estacionamento","O sorriso e a simpatia dos funcionários.",1,"Espero que o tempo de espera para ser atendido seja menor.","banheiros cheirosos","Notei que o menu foi atualizado com mais opções saudáveis.",0,2023-12-08 14:00:00,12,"sexta-feira",14
"603",603,603,"habilidosos","acessibilidade","A limpeza e organização do local foram impecáveis.",3,"Uma noite temática por semana seria interessante.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","",1,2023-12-04 01:00:00,12,"segunda-feira",1
"604",604,604,"tem atencao","instagramavel","O sorriso e a simpatia dos funcionários.",4,"Poderiam melhorar a acústica do local para reduzir o ruído.","banheiros cheirosos","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",0,2023-12-23 10:00:00,12,"sábado",10
"605",605,605,"comente","temperatura","A música ambiente estava perfeita, não muito alta nem muito baixa.",4,"Mais variedade de cervejas artesanais.","organização do ambiente","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-12-05 08:00:00,12,"terça-feira",8
"606",606,606,"comente","conforto","A iluminação suave e as cores harmoniosas do espaço.",4,"Uma noite temática por semana seria interessante.","organização do ambiente","",0,2023-11-13 05:00:00,11,"segunda-feira",5
"607",607,607,"organização","temperatura","A limpeza e organização do local foram impecáveis.",3,"Poderiam melhorar a acústica do local para reduzir o ruído.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-12-11 09:00:00,12,"segunda-feira",9
"608",608,608,"gente boa","estacionamento","",5,"Gostaria que o cardápio tivesse mais fotos dos pratos.","o milkshake, eu viria só por ele","Notei que o menu foi atualizado com mais opções saudáveis.",0,2023-12-20 05:00:00,12,"quarta-feira",5
"609",609,609,"comente","temperatura","O estilo moderno e acolhedor do interior.",2,"","lugar arrumado","As porções estão maiores, o que é ótimo para o preço que pagamos.",0,2023-12-15 19:00:00,12,"sexta-feira",19
"610",610,610,"gente boa","acessibilidade","",2,"Mais variedade de cervejas artesanais.","","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-12-01 21:00:00,12,"sexta-feira",21
"611",611,611,"organização","conforto","O sorriso e a simpatia dos funcionários.",3,"Poderiam melhorar a acústica do local para reduzir o ruído.","","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",0,2023-11-23 22:00:00,11,"quinta-feira",22
"612",612,612,"comente","instagramavel","",5,"Gostaria que o cardápio tivesse mais fotos dos pratos.","facil acesso","",0,2023-12-30 09:00:00,12,"sábado",9
"613",613,613,"organização","conforto","A limpeza e organização do local foram impecáveis.",1,"Seria melhor se o restaurante aceitasse reservas online.","banheiros cheirosos","A música ambiente mudou e agora está mais agradável.",0,2023-11-03 15:00:00,11,"sexta-feira",15
"614",614,614,"comente","temperatura","A limpeza e organização do local foram impecáveis.",3,"Adoraria ver mais opções de sobremesas sem glúten.","","",0,2023-11-27 22:00:00,11,"segunda-feira",22
"615",615,615,"organização","conforto","O estilo moderno e acolhedor do interior.",2,"Mais variedade de cervejas artesanais.","facil acesso","",0,2023-12-10 23:00:00,12,"domingo",23
"616",616,616,"comente","instagramavel","O sorriso e a simpatia dos funcionários.",3,"Mais variedade de cervejas artesanais.","banheiros cheirosos","Notei que o menu foi atualizado com mais opções saudáveis.",1,2023-12-30 05:00:00,12,"sábado",5
"617",617,617,"habilidosos","temperatura","A limpeza e organização do local foram impecáveis.",3,"","adorei o milkshake, tem sabores diferentes, voltaria só por ele","Está mais organizado, especialmente a área de espera por mesas.",1,2023-12-02 09:00:00,12,"sábado",9
"618",618,618,"tem atencao","temperatura","A iluminação suave e as cores harmoniosas do espaço.",4,"Seria ótimo ter uma área para crianças brincarem.","","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-11-09 05:00:00,11,"quinta-feira",5
"619",619,619,"tem atencao","temperatura","O estilo moderno e acolhedor do interior.",3,"Adoraria ver mais opções de sobremesas sem glúten.","lugar arrumado","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",1,2023-11-23 17:00:00,11,"quinta-feira",17
"620",620,620,"gente boa","estacionamento","A limpeza e organização do local foram impecáveis.",3,"","banheiros cheirosos","",0,2023-12-30 12:00:00,12,"sábado",12
"621",621,621,"comente","acessibilidade","O estilo moderno e acolhedor do interior.",4,"","organização do ambiente","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-11-25 15:00:00,11,"sábado",15
"622",622,622,"tem atencao","estacionamento","O estilo moderno e acolhedor do interior.",1,"Uma noite temática por semana seria interessante.","o milkshake, eu viria só por ele","",0,2023-11-18 21:00:00,11,"sábado",21
"623",623,623,"comente","instagramavel","A limpeza e organização do local foram impecáveis.",5,"","banheiros cheirosos","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-12-30 19:00:00,12,"sábado",19
"624",624,624,"tem atencao","estacionamento","A música ambiente estava perfeita, não muito alta nem muito baixa.",2,"","o milkshake, eu viria só por ele","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-11-10 21:00:00,11,"sexta-feira",21
"625",625,625,"tem atencao","estacionamento","O estilo moderno e acolhedor do interior.",2,"","","",0,2023-12-11 03:00:00,12,"segunda-feira",3
"626",626,626,"tem atencao","estacionamento","A iluminação suave e as cores harmoniosas do espaço.",5,"Gostaria que o cardápio tivesse mais fotos dos pratos.","banheiros cheirosos","",1,2023-11-08 06:00:00,11,"quarta-feira",6
"627",627,627,"comente","acessibilidade","O sorriso e a simpatia dos funcionários.",4,"Adoraria ver mais opções de sobremesas sem glúten.","as sobremesas são maravilhosas, nunca mudem","",0,2023-12-30 11:00:00,12,"sábado",11
"628",628,628,"gente boa","estacionamento","",1,"","","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-11-02 20:00:00,11,"quinta-feira",20
"629",629,629,"tem atencao","acessibilidade","A limpeza e organização do local foram impecáveis.",4,"","","",1,2023-11-25 05:00:00,11,"sábado",5
"630",630,630,"gente boa","instagramavel","",4,"","","",0,2023-11-05 21:00:00,11,"domingo",21
"631",631,631,"tem atencao","temperatura","A música ambiente estava perfeita, não muito alta nem muito baixa.",4,"Poderiam melhorar a acústica do local para reduzir o ruído.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","",0,2023-12-22 17:00:00,12,"sexta-feira",17
"632",632,632,"tem atencao","acessibilidade","A iluminação suave e as cores harmoniosas do espaço.",2,"","facil acesso","",0,2023-12-03 05:00:00,12,"domingo",5
"633",633,633,"comente","temperatura","",2,"","","",0,2023-12-29 14:00:00,12,"sexta-feira",14
"634",634,634,"gente boa","estacionamento","",4,"","adorei o milkshake, tem sabores diferentes, voltaria só por ele","As porções estão maiores, o que é ótimo para o preço que pagamos.",0,2023-12-17 13:00:00,12,"domingo",13
"635",635,635,"tem atencao","temperatura","A música ambiente estava perfeita, não muito alta nem muito baixa.",2,"Gostaria de ver opções de pratos veganos no menu.","as sobremesas são maravilhosas, nunca mudem","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",1,2023-12-05 16:00:00,12,"terça-feira",16
"636",636,636,"organização","acessibilidade","A música ambiente estava perfeita, não muito alta nem muito baixa.",5,"","adorei o milkshake, tem sabores diferentes, voltaria só por ele","Notei que o menu foi atualizado com mais opções saudáveis.",0,2023-12-24 15:00:00,12,"domingo",15
"637",637,637,"habilidosos","acessibilidade","A limpeza e organização do local foram impecáveis.",2,"","adorei o milkshake, tem sabores diferentes, voltaria só por ele","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-12-16 20:00:00,12,"sábado",20
"638",638,638,"gente boa","conforto","A música ambiente estava perfeita, não muito alta nem muito baixa.",4,"Poderiam melhorar a acústica do local para reduzir o ruído.","lugar arrumado","",0,2023-11-11 23:00:00,11,"sábado",23
"639",639,639,"comente","conforto","A música ambiente estava perfeita, não muito alta nem muito baixa.",4,"Gostaria que o cardápio tivesse mais fotos dos pratos.","","O tempo de espera pela comida diminuiu significativamente.",1,2023-12-29 06:00:00,12,"sexta-feira",6
"640",640,640,"comente","acessibilidade","",4,"Seria melhor se o restaurante aceitasse reservas online.","facil acesso","",0,2023-11-01 05:00:00,11,"quarta-feira",5
"641",641,641,"organização","instagramavel","O sorriso e a simpatia dos funcionários.",5,"Gostaria que o cardápio tivesse mais fotos dos pratos.","facil acesso","",1,2023-11-18 06:00:00,11,"sábado",6
"642",642,642,"organização","acessibilidade","A iluminação suave e as cores harmoniosas do espaço.",4,"Mais variedade de cervejas artesanais.","facil acesso","",1,2023-11-22 23:00:00,11,"quarta-feira",23
"643",643,643,"habilidosos","estacionamento","O sorriso e a simpatia dos funcionários.",3,"Gostaria que o cardápio tivesse mais fotos dos pratos.","o milkshake, eu viria só por ele","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-12-22 04:00:00,12,"sexta-feira",4
"644",644,644,"comente","instagramavel","A iluminação suave e as cores harmoniosas do espaço.",2,"Preferiria que houvesse mais opções de bebidas não alcoólicas.","","Notei que o menu foi atualizado com mais opções saudáveis.",1,2023-12-12 02:00:00,12,"terça-feira",2
"645",645,645,"comente","temperatura","A limpeza e organização do local foram impecáveis.",3,"Poderiam melhorar a acústica do local para reduzir o ruído.","lugar arrumado","Notei que o menu foi atualizado com mais opções saudáveis.",0,2023-11-19,11,"domingo",0
